nct_id,title,overall_status,conditions,sex,minimum_age_years,maximum_age_years,countries,phases,interventions,eligibility_text,brief_summary,last_update,source_url
NCT06835283,Novel Brain Stimulation Treatment for Neuropsychiatric Symptoms in Alzheimer's Disease,RECRUITING,"[""Alzheimer&Amp;#39;s Disease-related Dementia"", ""Alzheimer Disease"", ""rTMS Stimulation""]",ALL,65.0,85.0,"[""United States""]","[""NA""]","[""Brain Stimulation""]","Inclusion criteria

1. veteran between the ages of 60 to 85
2. clinical diagnosis of mild to moderate Alzheimer's disease or related dementia
3. clinically significant neuropsychiatric symptoms (NPS) evidenced by a score ≥ 2 in at least one domain of the Neuropsychiatric Inventory Questionnaire
4. mild to moderate cognitive impairment demonstrated by a Mini-Mental State Examination (MMSE) score of 15-23
5. have a caregiver who is able and willing to escort the patient to/from clinic visits, answer questionnaires, and assist in the implementation of treatment sessions at home
6. if taking psychotropic medications, demonstrate stability for at least 4 weeks of treatment

Exclusion Criteria:

1. any contraindication for MRI
2. any contraindication for iTBS/tDCS including but not limited to seizure disorder, severe cardiovascular disease, history of brain surgery, or stroke involving the cerebral cortex near area of stimulation
3. current alcohol or substance use disorder determined by QuickSCID (nicotine allowed; mild cannabis and alcohol use is allowed)
4. neuropsychiatric symptoms (NPS) that are severe enough to preclude the intervention from being delivered safely and effectively, particularly agitation or aggression.

6\) any unstable coexisting medical condition that in the opinion of the principal investigator(s) interferes with the treatment protocol or increase the likelihood of adverse events.","The goal of this pilot study is to test a combination of two non-invasive brain stimulation methods, called iTBS (intermittent theta burst stimulation) and tDCS (transcranial direct current stimulation), in people with Alzheimer's Disease (AD) and related dementias (ADRD). This study will also explore whether the combined treatment shows promise for reducing neuropsychiatric symptoms like mood swings, apathy, and agitation, and will evaluate the impact of the treatment on caregivers.

The main questions the study aims to answer are:

1. Is the combined brain stimulation treatment practical and well-tolerated?
2. Do preliminary results suggest that this treatment could help manage neuropsychiatric symptoms and support a larger study?

Participants will:

* Attend nine in-person visits over three months.
* Complete one week of in-clinic brain stimulation sessions (iTBS) followed by four weeks of daily at-home brain stimulation sessions (tDCS).
* Take part in brain scans, questionnaires, and brain activity tests before and after the treatment.

This pilot study is a first step to assess whether this combined treatment approach is practical and whether it has potential to improve symptoms, laying the groundwork for larger studies in the future.",2026-05-07,https://clinicaltrials.gov/study/NCT06835283
NCT06836141,Biomarkers for Cognitive Decline in Intracerebral Hemorrhage,RECRUITING,"[""Primary Intracerebral Hemorrhage""]",ALL,18.0,80.0,"[""United States""]",[],"[""Blood Draw"", ""Cognitive Test"", ""MRI""]","Inclusion Criteria:

* Primary Intracerebral Hemorrhage
* Age ≥ 18 and \< 80 years

Exclusion Criteria:

* Pre-existing dementia","The goal of this clinical trial is to see if silent brain infarcts (SBIs), or stroke-like symptoms detectable during brain imaging, are a possible contributor to cognitive decline for patients diagnosed with spontaneous intracerebral hemorrhage (sICH), or blood clot in the brain. The main questions it aims to answer are

* if SBIs in sICH are associated with a lower cognitive level and more rapid cognitive decline
* if SBIs in sICH are associated with certain findings on brain imaging
* if SBIs in sICH are associated with higher inflammation measured by certain blood tests

Participants will undergo

* cognitive testing during hospitalization, and at 3, 6 and 12 months after the sICH
* Magnetic Resonance Imaging (MRI) of the brain during hospitalization and 12 months after the sICH
* blood draws during hospitalization and at 3, 6 and 12 months after the sICH",2026-07-13,https://clinicaltrials.gov/study/NCT06836141
NCT06836180,An Exploratory Study of Near-infrared Light Therapy for Mild to Moderate Alzheimer's Disease,NOT_YET_RECRUITING,"[""Alzheimer Disease""]",ALL,50.0,90.0,"[""China""]","[""EARLY_PHASE1""]","[""Near infrared light therapy""]","Inclusion Criteria:

* 50 - 90 years old, no gender limitation;
* Meeting the National Institute on Aging and Alzheimer's Association (2011 NIA-AA) is likely the core clinical diagnostic criteria for Alzheimer's disease;
* The MMSE score is ≥ 12 and ≤ 26;
* The subjects should have primary school education or above and be able to complete the cognitive ability measurement and other tests stipulated in the protocol;
* If taking cognitive-improving medications, the dose must be stable for at least 12 weeks prior to enrollment (stable for at least 4 weeks with psychotropic medications);
* Participants themselves or their guardians voluntarily participate and sign the informed consent.

Exclusion Criteria:

* Any cognitive impairment or dementia not caused by Alzheimer's disease, or co-existing with a serious mental illness (schizophrenia, bipolar disorder, major depression, etc.);
* Currently taking anticoagulant drugs;
* A history of seizures or hemorrhagic stroke within 12 months;
* Allergic to sunlight or visible light or high sensitivity to head and neck skin;
* Severe head trauma or implants (bone nails, bone plates, excision, etc.);
* Malignant tumors;
* Any other medical condition that is not stabilized and adequately controlled (such as serious heart, respiratory, gastrointestinal, or kidney disease), or that the investigator believes may affect patient safety or interfere with the evaluation of the test;
* Persons addicted to alcohol or drugs;
* Women who are pregnant, nursing or planning a pregnancy;
* Participated in other clinical studies within 1 month before participating in this trial;
* Other conditions deemed unsuitable for clinical trial participation by the investigator.",This is an exploratory clinical study to evaluate the efficacy and safety of near-infrared light therapeutics in the treatment of mild to moderate Alzheimer's disease.,2025-09-15,https://clinicaltrials.gov/study/NCT06836180
NCT06837272,A Longitudinal Study to Explore the Impact of Gut Microbiome on Brain Health in Alzheimer's Disease,RECRUITING,"[""Alzheimer Disease"", ""Gut Microbiota"", ""Metabonomics"", ""Magnetic Resonance Imaging""]",ALL,60.0,80.0,"[""China""]",[],"[""Multi-omics features extraction""]","Inclusion Criteria:

* Cognitively normal group:

  1. normal performance on standardized cognitive tests;
  2. with no cognitive complaints or any concerns (worries).
* SCD group:

  1. self-experienced persistent decline in memory, rather than other domains of cognition;
  2. normal performance on standardized cognitive tests;
  3. failure to meet the criteria for MCI or dementia;
  4. age at onset of SCD ≥ 60 years old;
  5. onset of SCD within the last 5 years;
  6. concerns (worries) associated with SCD;
  7. feeling of worse performance than others of the same age group.
* MCI group:

  1. having impaired scores on both measures in at least one cognitive domain (memory, language, or speed/executive function);
  2. having impaired scores in each of the three cognitive domains (memory, language, or speed/executive function);
  3. the Functional Activities Questionnaire (FAQ)≥9.
* AD dementia group:

  1. meet the criteria for dementia and have impaired daily functional activities;
  2. episodic memory deficit; 3) Clinical Dementia Rating (CDR) ≥ 1.

Exclusion Criteria:

* a history of stroke;
* major depression and anxiety;
* other central nervous system disorders that may cause cognitive impairment, such as Parkinson's disease, tumors, encephalitis, and epilepsy;
* cognitive impairment caused by traumatic brain injury;
* systemic diseases, such as thyroid dysfunction, syphilis and HIV;
* psychosis or congenital mental developmental delay;
* a history of using antibiotics, probiotics, prebiotics, or synbiotics within 3 months;
* the use of corticosteroid, immune stimulating medications, and immunosuppressive agents;
* major gastrointestinal tract surgery in past 5 years;
* severe gastrointestinal diseases, such as irritable bowel syndrome, infammatory bowel disease, severe gastritis, other dysfunction in digestion and absorption, which has been reported to infuence gut microbiota","Gut microbiota dysfunction is associated with Alzheimer's disease (AD). However, the potential modulatory mechanism remains unclear. Previous studies have shown that gut-derived metabolites short-chain fatty acids (SCFAs) may be the key mediators between gut microbiota and brain, participating in the modulatory pathway ""gut microbiota-SCFAs-brain networks"". In this project, high-throughput targeted metabolomics technique will be used to explore the differences of SCFAs in the spectrum of AD, including cognitively normal individuals, subjective cognitive decline (SCD), mild cognitive impairment (MCI), and AD dementia. Then, the gut microbiome and multi-modal MRI techniques will be combined to elucidate potential interaction mechanisms of ""gut microbiota-SCFAs-brain networks"". Finally, based on multi-omics features extracted from gut microbiome, metabolomics, and neuroimaging after five years, the diagnostic model of SCD due to preclinical AD will be established using machine learning methods.",2025-02-20,https://clinicaltrials.gov/study/NCT06837272
NCT06838494,Using Immersive Virtual Reality for Cognitive Therapy in Elderly with Mild Cognitive Impairment,NOT_YET_RECRUITING,"[""Mild Cognitive Impairment (MCI)""]",ALL,60.0,,"[""Hong Kong""]","[""NA""]","[""IVR-CST (Immersive Virtual Reality Cognitive Stimulation Therapy)"", ""Intervention Name: Conventional CST (Cognitive Stimulation Therapy)""]","Inclusion Criteria:

1. elderly aged 60 years or above,
2. a diagnosis of MCI made by a psychiatrist, or a score of 16-21 out of 30 in the Hong Kong Brief Cognitive Test (HKBC, 31), with upper and lower cutoff scores for MCI as suggested by the test. HKBC has been validated in Hong Kong with satisfactory sensitivity (0.88) and specificity ((0.81) in differentiating subjects with MCI and healthy individuals,
3. ability to speak and comprehend Cantonese,
4. normal or corrected-to-normal binocular vision and hearing,
5. absence of physical illness/disability to prevent them from IVR-CST participation, 6, compatible with IVR exposure in the 10-minute IVR trial without major signs of cybersickness, based on the symptoms given in the Simulator Sickness Questionnaire

Exclusion Criteria:

1. concurrent participation in other clinical therapy trials,
2. incompatibility with IVR exposure such as complaints of nausea, headache, or other severe discomforts during trial use,
3. a diagnosis of dementia or other psychiatric/neurological diseases such as depression, stroke, brain trauma, Parkinson's disease
4. hearing/visual/upper limb impairments that hinder CST/IVR-CST participation,
5. prior CST treatment,
6. Use of medication for MCI/dementia, e.g., aducanumab","The proposed study aims to investigate the potential of IVR-CST in improving cognition of people with MCI, and as well the association of eye movement during therapy and treatment outcomes of IVR-CST. Four research questions have been proposed and listed as follows:

1. Is IVR-CST a feasible treatment for elderly with MCI?
2. Is IVR-CST an efficacious treatment for improving cognition of elderly with MCI?
3. Is IVR-CST more efficacious than conventional CST (i.e., without IVR) in improving the cognition of elderly with MCI?
4. Is eye-tracking data collected during therapy associated with treatment outcomes of IVR CST?",2025-02-20,https://clinicaltrials.gov/study/NCT06838494
NCT06840054,The Safety and Efficacy of Sodium Pentaborate Pentahydrate in Patients With Mild to Moderate Alzheimer's Disease,NOT_YET_RECRUITING,"[""Alzheimer Disease""]",ALL,55.0,85.0,[],"[""PHASE2""]","[""Placebo"", ""Sodium Pentaborate Pentahydrate""]","Inclusion Criteria:

Age between 55 and 85 years Diagnosis of mild to moderate Alzheimer's disease based on the National Institute on Aging and Alzheimer's Association (NIA-AA) criteria Mini-Mental State Examination (MMSE) score between 10 and 24 Evidence of episodic memory impairment (≥1 standard deviation below age norm) Use of stable doses of Alzheimer's medications

Exclusion Criteria:

Presence of major neurological or psychiatric disorders Significant amyloid-related imaging abnormalities (ARIA) detected on magnetic resonance imaging (MRI) Recent use of experimental drugs","Alzheimer's disease (AD) is the leading cause of dementia, affecting millions worldwide. With its global prevalence steadily increasing, particularly in low- and middle-income countries, the demand for effective treatments has become critical. Despite significant advancements in understanding AD pathophysiology, including amyloid-beta plaques and tau tangles, no disease-modifying therapies are currently available, highlighting the urgent need for novel therapeutic interventions.

This proposal presents a Phase 2, randomised, double-blind, placebo-controlled trial to assess the safety and efficacy of sodium pentaborate pentahydrate (NaB) in patients with mild to moderate AD. A total of 60 participants aged 55 to 85 years with confirmed AD will be randomly assigned to receive either NaB (1000 mg) or a placebo, alongside Donepezil, for six months. The primary outcome will be changes in the Alzheimer's Disease Assessment Scale-Cognitive Subscale (ADAS-Cog13), while secondary outcomes will include the Clinical Dementia Rating-Sum of Boxes (CDR-SB) and the Alzheimer's Disease Cooperative Study-Activities of Daily Living (ADCS-ADL).",2025-02-21,https://clinicaltrials.gov/study/NCT06840054
NCT06840587,Connect-Home: Alzheimer's Disease and Related Dementias,RECRUITING,"[""Alzheimer Disease"", ""Dementia""]",ALL,19.0,,"[""United States""]","[""NA""]","[""Connect-Home ADRD""]","Inclusion Criteria:

Patients:

* Ability to speak English
* Goal of discharge to home, assisted living, or long-term care
* Diagnosis of dementia
* Having a caregiver willing to participate

Caregivers:

* Ability to speak English
* Legally authorized representative (LAR) who also provides support for the person with ADRD

Inclusion criteria for SNFs:

* Location within 120 miles of UNC-Chapel Hill
* Admission of at least 75 SNF patients per year

Exclusion Criteria:

Patients:

* Planned hospital readmission for procedures or treatments within 30 days post enrollment.

Caregivers:

* LAR is a court-appointed guardian.","This study is a parallel arm, cluster randomized trial (CRT) to test the efficacy of Connect-Home ADRD, a transitional care intervention focusing on Skilled Nursing Facility (SNF) patients with Alzheimer's disease and dementias and their caregivers during transitions from SNFs to home, assisted, living, and long-term care. The primary hypothesis is that the intervention will reduce caregiver strain (Aim 1) and patient neuropsychiatric symptoms (Aim 2).",2026-03-30,https://clinicaltrials.gov/study/NCT06840587
NCT06841848,Fundus Camera Module for Early Detection of Alzheimer's Disease,RECRUITING,"[""Alzheimer Disease""]",ALL,55.0,,"[""Italy""]",[],"[""Fundoscopic Exam""]","Inclusion Criteria:

* 55 years or older
* Diagnosis:

  1. For AD group: Clinically diagnosed with Alzheimer's disease (mild to moderate stage) based on Mini-Mental State Examination (MMSE) score between 10-26 and confirmed by PET imaging or CSF.
  2. For Control group: No diagnosis of Alzheimer's disease or other neurodegenerative disorders.
* Signed informed consent by the patient. If there are any doubts that the patient is mentally capable of giving informed consent, the patient will be examined and verified to be mentally capable by an independent physician/ neurologist, prior to the initiation of any study specific procedure

Exclusion Criteria:

* Severe cognitive impairment (MMSE \<10) preventing cooperation during the imaging process.
* Inability to remain still during the fundus imaging procedure.","Alzheimer's Disease (AD) affects tens of millions of people just in Europe. It is typically detected in its late stage when irreversible damage has already occurred, and current treatments are mostly conservative or palliative. Here we developed a device performing high-resolution multispectral imaging of the eye fundus to detect AD in its early stage. After clinical testing, the proposed device has a high potential to become a method for routine population screening, as it is non-invasive and affordable. The possibility of AD detection in an early stage is crucial for developing a new pharmaceutical treatment that would dramatically improve the lives of millions and save the expenses connected to lifelong healthcare assistance to people with AD in later stages.",2025-02-24,https://clinicaltrials.gov/study/NCT06841848
NCT06843109,Biomarkers in a Candian Memory Clinic,ENROLLING_BY_INVITATION,"[""Alzheimer&#39;s Disease (AD)""]",ALL,55.0,80.0,"[""Canada""]",[],[],"Inclusion Criteria:

1. Individual with MCI (if not yet diagnosed, individuals with amnestic changes in memory as shown on MoCA)
2. MoCA score must be 18 to 28 inclusive
3. Age 55 to 80 years inclusive
4. Has a study partner that is willing to participate as a source of information and has approximately weekly contact with the subject (contact can be in-person, via telephone or electronic communication). The study partner must have sufficient contact such that the investigator feels the study partner can provide meaningful information about the subject's daily function.
5. Group A - must have a clinical memory assessment appointment scheduled at Parkwood Institute within 18 months of baseline
6. Group B - must have had a clinical memory assessment appointment at Parkwood Institute within 18 months of baseline

Exclusion Criteria:

* 1\) Participants who fulfill diagnostic criteria for MCI or dementia/mild or major neurocognitive disorder suspected to be due to any etiology other than AD (eg, MCI/dementia due to frontotemporal lobar degeneration, diffuse Lewy body disease, Parkinson's disease, cerebrovascular disease, normal pressure hydrocephalus, head injury, drug or alcohol abuse/dependence, anoxic brain injury, etc).

  2\) Presence of any neurological, psychiatric, or medical conditions associated with a long-term risk of significant cognitive impairment or dementia including, but not limited to, pre-manifest Huntington's disease, multiple sclerosis, Parkinson's disease, Down's syndrome, active alcohol/drug abuse or major psychiatric disorders including, but not limited to, schizophrenia, schizoaffective disorder, or bipolar affective disorder or current episode of major depressive disorder.

  3\) Current or history within the past 2 years of psychiatric diagnosis or symptoms (eg, hallucinations, major depression, or delusions) that, in the opinion of the investigator, could interfere with study procedures 4) History of epilepsy, fits, or unexplained blackouts other than vasovagal syncope within 10 years before screening.

  5\) Malignant neoplasms within 3 years (except for basal cell or squamous cell carcinoma in situ of the skin) 6) Women of child bearing potential and breastfeeding mothers 7) Individuals who require sedation to complete PET scan. 8) Individuals who are unable to complete assessments in the English language. 9) Individuals who cannot provide consent","This is a prospective, observational, case control study in a real-world cohort of patients referred by a primary care physician to a tertiary memory clinic for cognitive concerns. This study's main objective is to determine the effect of using standardized criteria (based on eligibility for disease modifying treatment (DMT)) to triage patients towards biological staging of disease with biomarker testing.",2025-02-24,https://clinicaltrials.gov/study/NCT06843109
NCT06843252,Home-based TDCS (Transcranial Direct Current Stimulation) for Cognitive and Behavioral Symptoms in Huntington's Disease,RECRUITING,"[""Huntington Disease""]",ALL,18.0,85.0,"[""United States""]","[""NA""]","[""Sham tDCS"", ""Transcranial direct current stimulation (tDCS)""]","Inclusion Criteria:

1. individuals aged 18-85 years with confirmed HD mutation and/or established family history alongside typical symptoms (i.e., chorea) of HD;
2. early (stages 1 and 2) or moderate (stage 3) stages according to Shoulson-Fahn criteria, also known as the UHDRS total functional capacity (TFC) scale (Bates, Tabrizi, and Jones 2014);
3. exhibit mild to moderate behavioral symptoms defined by severity scores in the PBA-S between 1 and 3 for any of the evaluated symptoms and no symptoms with a severity score of 4;
4. stable doses of medications for at least one month.
5. Ability of subject to understand and the willingness to sign a written informed consent document.
6. Have a caregiver willing to be present during tDCS sessions and answer questionnaires.

Caregiver

1. An adult who serves as an unpaid caregiver for an individual enrolled in the study as interpreted by the PI or delegate physician.
2. Adequate cognitive capacity to provide verbal consent to participate in the caregiver arm of the study.
3. Adequate reading, writing, hearing, and verbal capacity to provide collateral information about the study participant as well as answer questions related to their health and care.

Exclusion Criteria:

1. Unstable medical conditions (e.g. unstable angina, uncontrolled diabetes and hypertension, advanced cancer, etc.);
2. History of epilepsy;
3. Clinical diagnosis of major cognitive disorder (i.e., dementia);
4. Have risk of suicidal behavior, defined as any suicidal behavior or suicidal ideation of type 4 (active suicidal ideation with some intent to act, without specific plan) or type 5 (active suicidal ideation with specific plan and intent) based on the Columbia-Suicide Severity Rating Scale (C-SSRS) in the 3 months prior to screening (Posner et al. 2011);
5. Being an active participant in other therapeutic clinical trial;
6. Determined to be incapable of consent per PMH or via assessment by the study staff at time of consent.
7. Participant has a pacemaker or any other implanted device/material contraindicated in the use of tDCS per current labeling requirements.

Caregiver

1\. Any individual who does not meet all the inclusion criteria","The researchers hope to find out effects of transcranial direct current stimulation (tDCS) sessions on the behavioral symptoms of Huntington's Disease. If participants are eligible to continue, they will be provided a device to administer the tDCS for 30 minutes each day and be asked to answer questions with the study staff . Participants will be asked to return to the study center for follow ups and to undergo additional cognitive tests and questionnaires. Participants will also be asked to answer questionnaires via a web conferencing platform (Zoom) during the course of the study. Caregivers of the participants will be asked to answer questionnaires to collect more information about the participants.",2026-02-11,https://clinicaltrials.gov/study/NCT06843252
NCT06846658,"Exploring the Olfactory Mucosa, Blood and Urine for the Identification of Early Biomarkers of Parkinson's Disease, Atypical Parkinsonisms and Neurocognitive Disorders Due to Lewy Body Disease",ACTIVE_NOT_RECRUITING,"[""Parkinson Disease"", ""MSA - Multiple System Atrophy"", ""Lewy Body Dementia (LBD)"", ""Neurodegenerative Disease"", ""Healthy Subjects (HS)""]",ALL,,,"[""Italy""]",[],[],"Inclusion Criteria:

* PD (Postuma et al., 2015), MSA (Palma et al., 2018), DLB (McKeith et al., 2017), OND including acquired and hereditary ataxic syndrome with known etiology, progressive supranuclear palsy, corticobasal degeneration, and motor neuron disease.

Exclusion Criteria:

* na","Clinical diagnosis of Parkinson's disease (PD), multiple system atrophy (MSA) and dementia with Lewy bodies (DLB) is challenging, especially in the early stages. Each disease is associated with distinct conformers of misfolded alpha-synuclein (maS) which form typical protein aggregates in the brain and represent key disease biomarkers. Thus, detection and characterization of intracerebral maS aggregates allow a definite diagnosis. The recent development of ultrasensitive assays enabled the detection of maS and other potential new biomarkers in peripheral tissues, although with several limitations. Here, the investigators propose to combine the expertise of leading and young researchers in the field of neurology, structural and molecular biology, biophysics and machine learning to perform ultrasensitive and multi-omics analyses of olfactory mucosa (OM), blood and urine of PD, MSA and DLB patients for detecting and characterizing key peripheral biomarkers allowing accurate disease recognition.",2026-08-28,https://clinicaltrials.gov/study/NCT06846658
NCT06847321,Study of LHP588 in Subjects With P. Gingivalis-Positive Alzheimer's Disease,RECRUITING,"[""Alzheimer Disease"", ""Alzheimer Disease Due to P. Gingivalis""]",ALL,55.0,80.0,"[""United States""]","[""PHASE2""]","[""LHP588"", ""Placebo Drug""]","Inclusion Criteria:

* AD according to the National Institute on Aging-Alzheimer's Association criteria.
* MMSE scores corresponding to mild and moderate AD.
* Saliva rinse sample positive for P. gingivalis.
* Plasma pTau217 above cutoff.
* Subject and caregiver have provided full written informed consent.
* Background symptomatic therapy with acetylcholinesterase inhibitors, and/or memantine, are allowed if the dose has been stable for 90 days and no changes are planned during the study.
* Modified Hachinski score ≤4 at screening.

Exclusion Criteria:

* History of cancer requiring systemic therapy in last 5 years.
* Evidence of a clinically significant, unstable cardiovascular, pulmonary, renal, hepatic, gastrointestinal, neurologic, or metabolic disease within 6 months prior to screening.
* Unstable angina, uncompensated and/or symptomatic congestive heart failure (Grade 2 or higher on the New York Heart Association scale) or myocardial infarction within 6 months.
* Acute or poorly controlled blood pressure \>180 mmHg systolic or \>100 mmHg diastolic at screening visit.
* History or current evidence of major neurological or psychiatric illness such as schizophrenia, bipolar disorder, Parkinson's Disease, other.
* Currently being treated with anti-amyloid beta antibodies or other disease-modifying treatments for dementia.
* Other criteria in the Investigator's judgement that may interfere with the ability to participate in the study.","This study is to test LHP588 in persons who have mild to moderate Alzheimer's disease (AD) who have shown progressive mental decline in the last year and who have P. gingivalis (Pg) infection. P. gingivalis infection has been linked to the development of dementia. LHP588 is designed to target the P. gingivalis bacterium, to potentially help to halt or slow down the progression of AD and its symptoms. A saliva test will be done to determine P. gingivalis infection. Tests for AD include standard questionnaires such as MMSE and a blood test for pTau217. Treatment will be blinded, meaning the participant and the doctor will not know if the participant is receiving LHP588 or placebo. The total time for participation in the study may be up to 64 weeks. This includes a screening period (to ensure the participant is suitable for the study and the study is suitable for the participant) of up to 12 weeks, a treatment period of up to 48 weeks, and a safety follow-up period of 4 weeks after the last dose of the study drug to check the participant's overall health. Treatment is a once-a-day capsule. Caregiver participation is required. The study requires the participant to visit the study center (with the caregiver) at least 20 times within 64 weeks (this does not include any unplanned visits that may be recommended by the study doctor). In addition, the study doctor or clinic staff will contact the participant via phone at least 1 time.",2026-08-24,https://clinicaltrials.gov/study/NCT06847321
NCT06850597,Efficacy and Safety of Dimethyl Fumarate Among Patients with Mild Cognitive Impairment and Dementia Due to Alzheimer's Disease,RECRUITING,"[""MCI"", ""MCI-AD, Early Stage Alzheimer's Disease"", ""Alzheimer's Disease""]",ALL,55.0,90.0,"[""Poland""]","[""PHASE2""]","[""dimethyl fumarate""]","Inclusion Criteria:

1. Men and women aged 55-90 years.
2. Patients diagnosed with mild cognitive impairment in Alzheimer's disease and mild to moderate Alzheimer's dementia (MMSE \>16) diagnosed based on NIA-AA criteria.
3. MMSE score from 17 to 30 points.
4. CDR score from 0.5 to 2.
5. The patient signs an informed, voluntary consent to participate in the study.
6. The patient has a close person/de facto guardian who agrees to help the patient during participation in the study.
7. At least 6 years of education.
8. In the case of anti-Alzheimer's drugs, the use of cholinesterase inhibitors is permitted provided that they are included at least 3 months before entering the study and used at a stable dose for at least 60 days before entering the study. In the case of memantine, its use is permitted provided that it is included at least 4 months before entering the study and used at a stable dose for at least 3 months before entering the study.

Exclusion Criteria:

1. Lack of informed voluntary consent to participate in the study.
2. Patients who cannot read or write.
3. Pregnant, breastfeeding or childbearing women who do not use effective contraception (hormonal contraception, surgical sterilization, intrauterine device, condom in combination with vaginal spermicide).
4. Participation in another clinical trial, currently or within 3 months prior to the screening visit.
5. Liver failure (i.e. cirrhosis or active liver disease), diagnosed acute or chronic hepatitis regardless of cause.
6. Chronic kidney disease with GFR below \< 60 ml/min/m2
7. Abnormal liver parameters: ALAT exceeding \> 2 times the upper limit of normal
8. Leukopenia (\<4000/mm3), granulocytopenia (\<1500/mm3) or lymphopenia (\<1000/mm3) regardless of the cause.
9. Severe agitation.
10. Mental retardation.
11. Delirium diagnosed according to DSM-5 criteria.
12. Diagnosis of neurological and neurodegenerative diseases other than Alzheimer's disease (multiple sclerosis, Parkinson's disease, Huntington's disease, previous stroke).
13. Presence of hemorrhagic foci in magnetic resonance imaging with a diameter of ≥ 2 cm3, more than three (3) ischemic stroke foci with a diameter of ≥ 1.5 cm3 or a single ischemic foci with a diameter of ≥ 2 cm3, presence of vascular malformations, aneurysms, subdural hematoma, normal pressure hydrocephalus, final decision at the discretion of the investigator.
14. Severe or uncontrolled somatic disease that could affect the course of the study (e.g. neoplastic, cardiovascular, respiratory, metabolic or digestive, severe renal failure, unstable type I or II diabetes, untreated or uncontrolled clinically significant hypertension).
15. Use of benzodiazepines or barbiturates within 1 week prior to screening.
16. Pharmacological immunosuppression.
17. Patients with bipolar disorder or psychotic disorders or any other psychiatric condition (current or past) that the Investigator believes interferes with the study.
18. Alcoholism or drug addiction as defined by DSM-5 within the past 5 years (dependent for more than 1 year and or in remission for less than 3 years).
19. Patients with any medical condition that, in the Investigator's judgment, is an exclusion criterion.
20. Thyroid hormone therapy initiated, discontinued, or modified within 3 months prior to screening visit.
21. Menopausal hormone replacement therapy initiated, discontinued, or modified within 3 months prior to screening visit.
22. Use of prohibited drugs in the study: Antineoplastic drugs (no studies). Immunosuppressive drugs (no studies). Corticosteroids (impact on project results). Live attenuated vaccines (no studies). Inactivated vaccines may be used. Benzodiazepines (impact on assessed endpoints). Other ethyl esters used orally or topically.","The goal of this clinical trial is to assess the degree of improvement in cognitive functions, including memory, attention, thinking, executive and language functions in diagnosed patients MCI and AD taking dimethyl fumarate 480 mg daily compared to patients taking placebo. Participant will be 55 to 90 years old, both genders. The main question it aims to answer is: Changing the degree of cognitive improvement based on the RBANS score among patients diagnosed with MCI and AD after completing dimethyl fumarate therapy test group compared to the placebo group.",2025-02-27,https://clinicaltrials.gov/study/NCT06850597
NCT06850870,Door-Through-Door Companion Rideshare Technology for Individuals With Alzheimer's Disease and Related Dementias (AD/ADRD),ACTIVE_NOT_RECRUITING,"[""Alzheimer Disease or Associated Disorder"", ""Dementia"", ""Cognitive Decline""]",ALL,60.0,,"[""United States""]","[""PHASE1""]","[""Curb-to-curb rideshare services"", ""Door-through-door companion rideshare""]","Inclusion Criteria:

* All participants (or their surrogate) have the capacity to agree to allow Onward service for transportation;
* have scheduled medical appointments at partner practices of Onward;
* ages 60+
* community-dwelling;
* 60 participants who self-reported cognitive problems, such as memory issue, or have mild cognitive impairment, subjective cognitive decline, or AD/ADRD diagnosis
* Resides and attends appointments in the following San Francisco Bay Area Counties (San Francisco, Alameda, Contra Costa, Marin, San Mateo, Sonoma)

Exclusion Criteria:

* current enrollment in another transportation study;
* already using any type of free or heavily subsized transportation service;
* enrollees with comfort care only;
* Not wheelchair bound, e.g. if using a wheelchair must be foldable and must be able to transfer
* Transient, lacking consistent long term housing
* Resides outside of the San Francisco Bay Area","The goal of this pilot randomized controlled trial is to assess the impact of D2D rideshare services with a trained companion driver on the rate of medical appointments for older adults and individuals with AD/ADRD. Participants will be assigned either door-through-door (D2D) rideshare or curb-to-curb (C2C) rideshare services. he main question it aims to answer is:

Do D2D rideshare services reduce missed medical appointment rates compared to C2C rideshare services?",2026-07-21,https://clinicaltrials.gov/study/NCT06850870
NCT06852326,Designing a Tailored Primary Care Intervention to Manage the Burden of Caring for Patients Living with Alzheimer's Disease (or a Related Dementia),RECRUITING,"[""Primary Care"", ""Alzheimer Disease""]",ALL,18.0,,"[""France""]",[],[],"Inclusion Criteria:

* Healthcare professionals who are members of the 3 CPTSs included and who agree to participate
* Adult informal carers of patients living with Alzheimer's disease or a related dementia from the 3 CPTS who agree to participate
* University experts: general practitioners, geriatric mobile team doctor, advanced practice nurse, clinical psychologist, biostatistical methodologist. Some of them had already taken part in the steering committee for ISAMA's exploratory qualitative and quantitative studies.

Exclusion Criteria:

\- Professional carers","The design of the intervention is an ongoing process which will consist of two phases: a determination of the intervention using the Delphi-modified consensus method and an assessment of its acceptability, as described in the methodological recommendations of the Medical Research Council Guidance.",2025-02-28,https://clinicaltrials.gov/study/NCT06852326
